id,name,destination,x_mm,y_mm,z_mm,order,weight_kg,fragile,rot_xy,posX,posY,posZ,rotation,loadOrder
XM02-846,化粧品,東京都港区,232,133,22,840,0.2,false,true,1300,1400,500,0,302
XM02-301,飲料,神奈川県横浜市,232,133,22,874,0.1,false,true,1600,1400,500,0,303
XM02-141,家具,大阪府大阪市,232,133,22,755,0.2,false,true,1200,1200,500,0,304
XY05-965,文具,東京都品川区,250,180,120,470,1.2,false,true,900,900,500,0,305
XM01-902,雑貨,東京都渋谷区,286,213,24,736,0.3,false,false,1200,900,500,0,306
XM01-658,ペット用品,愛知県名古屋市,286,213,24,728,0.3,false,true,500,700,500,0,307
X08-016,衣類,埼玉県さいたま市,315,245,105,304,2.4,false,true,1600,600,500,0,308
XM02-410,書籍,東京都品川区,232,133,22,783,0.2,false,false,700,500,500,0,309
X11-331,スポーツ用品,神奈川県川崎市,405,305,255,143,9.2,false,true,1000,500,500,0,310
XM01-189,ペット用品,東京都渋谷区,286,213,24,651,0.4,false,true,400,300,500,0,311
X08-547,雑貨,北海道札幌市,315,245,105,276,2.8,false,true,0,200,500,0,312
X08-761,食品,北海道札幌市,315,245,105,380,1.7,false,true,500,0,500,0,313
XM01-982,ペット用品,東京都港区,286,213,24,635,0.5,false,true,700,4100,600,0,314
XM02-416,工具,東京都品川区,232,133,22,880,0.1,false,true,400,3800,600,0,315
X11-393,衣類,北海道札幌市,405,305,255,252,5.6,false,true,400,3400,600,0,316
XY05-686,ペット用品,東京都目黒区,250,180,120,969,0.9,true,true,1700,3300,600,0,317
X08-151,家具,大阪府大阪市,315,245,105,325,2.1,false,true,0,3200,600,0,318
X08-873,家具,神奈川県横浜市,315,245,105,418,1.5,false,true,600,3100,600,0,319
XY05-780,雑貨,東京都渋谷区,250,180,120,364,1.8,false,true,300,3000,600,0,320
XM01-984,書籍,北海道札幌市,286,213,24,636,0.5,false,true,0,2900,600,0,321
XM02-211,雑貨,東京都目黒区,232,133,22,871,0.1,false,true,1200,2800,600,0,322
XY13-928,工具,東京都目黒区,330,255,30,540,0.8,false,true,800,2700,600,0,323
XM01-010,衣類,埼玉県さいたま市,286,213,24,638,0.4,false,false,1500,2600,600,0,324
XM01-673,衣類,東京都新宿区,286,213,24,729,0.3,false,true,500,2500,600,0,325
XM02-049,食品,東京都渋谷区,232,133,22,862,0.1,false,true,800,2500,600,0,326
XM02-940,医薬品,北海道札幌市,232,133,22,849,0.2,false,true,1100,2500,600,0,327
XM02-280,ペット用品,神奈川県川崎市,232,133,22,770,0.2,false,true,1400,2300,600,0,328
XY13-447,食品,東京都目黒区,330,255,30,665,0.4,false,true,400,2200,600,0,329
XY13-672,衣類,東京都渋谷区,330,255,30,582,0.6,false,true,900,2200,600,0,330
XY05-778,食品,東京都新宿区,250,180,120,961,1.3,true,true,800,1900,600,0,331
XM01-915,ペット用品,東京都目黒区,286,213,24,737,0.3,false,true,1100,1900,600,0,332
X11-226,ペット用品,神奈川県横浜市,405,305,255,262,5,false,true,900,1500,600,0,333
XY13-080,医薬品,東京都目黒区,330,255,30,643,0.4,false,true,1500,1500,600,0,334
XM01-349,雑貨,大阪府大阪市,286,213,24,715,0.3,false,true,200,1400,600,0,335
XY05-163,衣類,愛知県名古屋市,250,180,120,409,1.5,false,true,700,1300,600,0,336
XY05-065,工具,愛知県名古屋市,250,180,120,498,0.9,false,true,200,1100,600,0,337
X11-533,文具,神奈川県横浜市,405,305,255,928,9,true,true,1000,1100,600,0,338
X08-675,玩具,福岡県福岡市,315,245,105,414,1.5,false,true,500,1000,600,0,339
X08-283,雑貨,北海道札幌市,315,245,105,300,2.5,false,true,0,800,600,0,340
XM02-229,スポーツ用品,福岡県福岡市,232,133,22,872,0.1,false,true,300,600,600,0,341
XY13-499,日用品,大阪府大阪市,330,255,30,574,0.6,false,true,600,600,600,0,342
XM01-092,雑貨,北海道札幌市,286,213,24,701,0.3,false,true,0,500,600,0,343
XY05-252,化粧品,東京都目黒区,250,180,120,384,1.6,false,true,600,300,600,0,344
XY13-748,医薬品,大阪府大阪市,330,255,30,685,0.4,false,true,1600,300,600,0,345
XY13-753,文具,東京都新宿区,330,255,30,537,0.8,false,true,900,200,600,0,346
XM02-448,玩具,千葉県千葉市,232,133,22,791,0.2,false,true,1300,200,600,0,347
XY05-888,家具,東京都渋谷区,250,180,120,457,1.3,false,true,1100,0,600,0,348
XY05-576,医薬品,大阪府大阪市,250,180,120,431,1.4,false,false,1600,0,600,0,349
XY05-353,ペット用品,神奈川県横浜市,250,180,120,476,1.1,false,true,100,4200,700,0,350
XY05-938,日用品,福岡県福岡市,250,180,120,469,1.2,false,true,400,4100,700,0,351
XM01-757,玩具,福岡県福岡市,286,213,24,733,0.3,false,true,700,4100,700,0,352
X08-711,ペット用品,福岡県福岡市,315,245,105,402,1.6,false,true,100,3800,700,0,353
XY13-180,雑貨,北海道札幌市,330,255,30,522,0.8,false,true,500,3800,700,0,354
XY13-812,化粧品,東京都品川区,330,255,30,515,0.9,false,true,1100,3600,700,0,355
X08-503,スポーツ用品,千葉県千葉市,315,245,105,294,2.6,false,true,0,3500,700,0,356
XY13-539,飲料,東京都品川区,330,255,30,972,0.8,true,true,1600,3500,700,0,357
XY05-853,飲料,東京都品川区,250,180,120,491,1,false,false,900,3400,700,0,358
XM01-656,飲料,北海道札幌市,286,213,24,817,0.2,false,true,1700,3000,700,0,359
XM01-299,雑貨,千葉県千葉市,286,213,24,658,0.4,false,true,0,2800,700,0,360
XM01-082,衣類,東京都渋谷区,286,213,24,644,0.4,false,true,700,2800,700,0,361
XY05-128,日用品,福岡県福岡市,250,180,120,341,1.9,false,true,1100,2800,700,0,362
XY05-612,日用品,愛知県名古屋市,250,180,120,413,1.5,false,true,300,2700,700,0,363
XY05-318,飲料,東京都目黒区,250,180,120,508,0.9,false,true,0,2600,700,0,364
X11-947,ペット用品,愛知県名古屋市,405,305,255,920,9.9,true,true,1400,2600,700,0,365
X12-073,玩具,福岡県福岡市,485,325,295,24,14.1,false,true,800,2400,700,0,366
X12-1008,ペット用品,北海道札幌市,485,325,295,185,8.1,false,true,300,2300,700,0,367
XY05-628,玩具,東京都目黒区,250,180,120,489,1,false,true,0,2200,700,0,368
X12-631,書籍,愛知県名古屋市,485,325,295,208,7.5,false,true,1500,2200,700,0,369
XY05-728,日用品,北海道札幌市,250,180,120,490,1,false,true,1000,2100,700,0,370
XM01-865,スポーツ用品,大阪府大阪市,286,213,24,990,0.4,true,true,0,1900,700,0,371
X11-054,雑貨,東京都品川区,405,305,255,244,5.9,false,true,300,1900,700,0,372
XM01-496,ペット用品,東京都港区,286,213,24,996,0.3,true,true,1300,1900,700,0,373
XM01-553,雑貨,大阪府大阪市,286,213,24,726,0.3,false,true,1600,1800,700,0,374
XY05-123,医薬品,神奈川県横浜市,250,180,120,500,0.9,false,true,200,1700,700,0,375
XM02-427,飲料,千葉県千葉市,232,133,22,786,0.2,false,true,500,1700,700,0,376
X12-723,医薬品,東京都港区,485,325,295,53,12.2,false,true,1500,1400,700,0,377
X11-958,飲料,東京都渋谷区,405,305,255,90,10.6,false,true,200,1300,700,0,378
XY05-609,食品,愛知県名古屋市,250,180,120,479,1.1,false,true,1500,1100,700,0,379
XM02-198,医薬品,埼玉県さいたま市,232,133,22,760,0.2,false,true,1100,900,700,0,380
XY05-433,文具,埼玉県さいたま市,250,180,120,463,1.2,false,true,500,800,700,0,381
X12-655,書籍,東京都港区,485,325,295,140,9.3,false,true,1500,600,700,0,382
XY13-405,工具,福岡県福岡市,330,255,30,573,0.6,false,true,400,500,700,0,383
XY13-914,日用品,神奈川県横浜市,330,255,30,539,0.8,false,true,0,400,700,0,384
XY13-314,医薬品,大阪府大阪市,330,255,30,525,0.8,false,true,1300,200,700,0,385
X08-067,衣類,東京都渋谷区,315,245,105,273,2.8,false,true,200,100,700,0,386
XY13-094,医薬品,東京都品川区,330,255,30,549,0.7,false,true,700,0,700,0,387
XM02-706,電化製品,福岡県福岡市,232,133,22,896,0.1,false,true,1200,4200,800,0,388
XM02-525,文具,神奈川県横浜市,232,133,22,805,0.2,false,true,1200,4000,800,0,389
XM02-490,玩具,大阪府大阪市,232,133,22,796,0.2,false,true,1700,4000,800,0,390
X12-324,家具,北海道札幌市,485,325,295,913,11.8,true,true,700,3900,800,0,391
XM02-096,家具,大阪府大阪市,232,133,22,752,0.2,false,false,1400,3700,800,0,392
XM01-920,雑貨,東京都品川区,286,213,24,847,0.2,false,true,1700,3700,800,0,393
XM01-676,ペット用品,東京都目黒区,286,213,24,730,0.3,false,true,900,3600,800,0,394
XM02-629,文具,神奈川県川崎市,232,133,22,812,0.2,false,false,1200,3500,800,0,395
X12-731,玩具,神奈川県川崎市,485,325,295,217,7.3,false,true,1500,3300,800,0,396
XM01-111,工具,東京都目黒区,286,213,24,703,0.3,false,true,0,3200,800,0,397
XY13-798,食品,東京都目黒区,330,255,30,632,0.5,false,false,500,3100,800,0,398
XM02-876,飲料,東京都品川区,232,133,22,845,0.2,false,true,1600,3100,800,0,399
XM02-669,文具,東京都目黒区,232,133,22,818,0.2,false,true,200,3000,800,0,400
X12-760,日用品,東京都新宿区,485,325,295,11,15.3,false,true,900,3000,800,0,401
XY05-811,玩具,福岡県福岡市,250,180,120,436,1.4,false,true,800,2800,800,0,402
XY05-604,スポーツ用品,福岡県福岡市,250,180,120,478,1.1,false,true,1700,2000,800,0,403
XM01-953,工具,東京都新宿区,286,213,24,852,0.2,false,true,0,1900,800,0,404
XY13-286,日用品,千葉県千葉市,330,255,30,975,0.6,true,true,1300,1900,800,0,405
XY05-801,食品,愛知県名古屋市,250,180,120,435,1.4,false,true,1700,1800,800,0,406
XM01-133,家具,東京都渋谷区,286,213,24,648,0.4,false,true,400,1000,800,0,407
XM01-061,スポーツ用品,東京都新宿区,286,213,24,591,0.5,false,true,700,1000,800,0,408
XM01-397,家具,福岡県福岡市,286,213,24,718,0.3,false,true,0,900,800,0,409
X11-250,書籍,大阪府大阪市,405,305,255,939,5.8,true,true,900,600,800,0,410
XY05-136,ペット用品,神奈川県横浜市,250,180,120,472,1.1,false,true,0,500,800,0,411
X12-870,書籍,埼玉県さいたま市,485,325,295,112,10,false,false,300,400,800,0,412
XY05-930,ペット用品,東京都品川区,250,180,120,541,0.8,false,true,800,400,800,0,413
XY05-271,飲料,東京都品川区,250,180,120,487,1,false,true,1100,300,800,0,414
XY13-683,スポーツ用品,北海道札幌市,330,255,30,512,0.9,false,true,1400,300,800,0,415
X12-069,玩具,東京都目黒区,485,325,295,220,7.1,false,true,600,0,800,0,416
XY05-786,雑貨,東京都品川区,250,180,120,455,1.3,false,true,1100,0,800,0,417
XM01-582,書籍,埼玉県さいたま市,286,213,24,727,0.3,false,true,1500,0,800,0,418
X12-404,化粧品,東京都目黒区,485,325,295,67,11.3,false,false,1400,4000,900,0,419
X12-087,家具,東京都港区,485,325,295,35,13.3,false,true,200,3900,900,0,420
XM02-144,文具,埼玉県さいたま市,232,133,22,756,0.2,false,true,100,3700,900,0,421
XY05-125,食品,東京都新宿区,250,180,120,340,1.9,false,true,1300,3700,900,0,422
X08-809,日用品,埼玉県さいたま市,315,245,105,404,1.6,false,true,1600,3700,900,0,423
XY13-881,衣類,東京都渋谷区,330,255,30,983,0.5,true,true,400,3600,900,0,424
X12-946,雑貨,大阪府大阪市,485,325,295,30,13.8,false,false,800,3500,900,0,425
X11-199,飲料,千葉県千葉市,405,305,255,257,5.4,false,true,200,3200,900,0,426
XM02-171,ペット用品,東京都新宿区,232,133,22,1005,0.1,true,true,1400,3100,900,0,427
X11-236,書籍,東京都目黒区,405,305,255,261,5.1,false,true,200,2800,900,0,428
XM02-805,飲料,千葉県千葉市,232,133,22,835,0.2,false,true,0,2200,900,0,429
XY13-646,衣類,東京都港区,330,255,30,620,0.5,false,true,800,2100,900,0,430
XM02-887,衣類,東京都渋谷区,232,133,22,1001,0.2,true,false,900,1800,900,0,431
X11-589,スポーツ用品,東京都品川区,405,305,255,238,6.3,false,true,1200,1800,900,0,432
XY05-855,家具,東京都目黒区,250,180,120,468,1.2,false,true,900,1600,900,0,433
XY05-247,日用品,東京都目黒区,250,180,120,474,1.1,false,true,1200,1600,900,0,434
XY13-432,日用品,神奈川県横浜市,330,255,30,558,0.7,false,true,900,1300,900,0,435
X08-400,スポーツ用品,東京都渋谷区,315,245,105,429,1.4,false,true,300,1000,900,0,436
X08-440,飲料,神奈川県横浜市,315,245,105,327,2.1,false,true,900,1000,900,0,437
X11-614,書籍,千葉県千葉市,405,305,255,248,5.7,false,true,1300,1000,900,0,438
XM02-270,家具,大阪府大阪市,232,133,22,873,0.1,false,true,0,800,900,0,439
XY05-421,家具,福岡県福岡市,250,180,120,372,1.7,false,true,400,800,900,0,440
X12-117,ペット用品,愛知県名古屋市,485,325,295,26,13.8,false,true,1500,200,900,0,441
X11-197,衣類,東京都品川区,405,305,255,144,9.1,false,true,0,0,900,0,442
XM02-129,日用品,愛知県名古屋市,232,133,22,754,0.2,false,true,1500,0,900,0,443
XY05-357,ペット用品,神奈川県横浜市,250,180,120,358,1.8,false,true,0,3700,1000,0,444
X08-826,スポーツ用品,神奈川県横浜市,315,245,105,437,1.4,false,true,300,3600,1000,0,445
XY13-051,衣類,東京都品川区,330,255,30,545,0.7,false,true,1600,2900,1000,0,446
XM01-851,化粧品,埼玉県さいたま市,286,213,24,689,0.4,false,true,1000,2700,1000,0,447
X11-935,電化製品,神奈川県横浜市,405,305,255,235,6.6,false,false,1500,2500,1000,0,448
XM01-216,家具,東京都目黒区,286,213,24,654,0.4,false,false,100,2400,1000,0,449
X11-671,飲料,東京都港区,405,305,255,234,6.6,false,true,500,2400,1000,0,450
X08-606,雑貨,神奈川県川崎市,315,245,105,278,2.8,false,true,1100,2400,1000,0,451
XY05-739,日用品,東京都新宿区,250,180,120,481,1.1,false,true,300,2200,1000,0,452
XM02-429,電化製品,千葉県千葉市,232,133,22,787,0.2,false,true,1100,2200,1000,0,453
X08-519,電化製品,東京都品川区,315,245,105,451,1.3,false,true,1500,2200,1000,0,454
X11-337,玩具,千葉県千葉市,405,305,255,230,6.8,false,true,600,1900,1000,0,455
XY05-560,化粧品,神奈川県川崎市,250,180,120,958,1.4,true,true,1700,1900,1000,0,456
X12-062,家具,東京都品川区,485,325,295,71,11,false,true,0,1700,1000,0,457
XY13-903,書籍,埼玉県さいたま市,330,255,30,564,0.7,false,true,500,1600,1000,0,458
XM02-038,書籍,福岡県福岡市,232,133,22,746,0.2,false,true,300,1400,1000,0,459
X11-118,ペット用品,神奈川県川崎市,405,305,255,196,7.7,false,true,1500,1400,1000,0,460
XM02-963,電化製品,福岡県福岡市,232,133,22,1003,0.2,true,true,0,1300,1000,0,461
XM02-307,電化製品,愛知県名古屋市,232,133,22,875,0.1,false,true,600,1300,1000,0,462
XY13-684,電化製品,北海道札幌市,330,255,30,560,0.7,false,true,900,1300,1000,0,463
XM02-776,家具,東京都渋谷区,232,133,22,830,0.2,false,true,0,800,1000,0,464
X08-975,工具,神奈川県横浜市,315,245,105,287,2.7,false,true,1400,700,1000,0,465
X08-790,玩具,東京都目黒区,315,245,105,962,1.3,true,true,1100,200,1000,0,466
XY05-661,文具,東京都新宿区,250,180,120,400,1.6,false,true,1200,0,1000,0,467
XY05-707,飲料,神奈川県川崎市,250,180,120,434,1.4,false,true,1600,0,1000,0,468
XM01-234,ペット用品,東京都港区,286,213,24,706,0.3,false,true,900,4000,1100,0,469
XM01-569,ペット用品,神奈川県川崎市,286,213,24,616,0.5,false,true,1400,3700,1100,0,470
XM01-223,日用品,千葉県千葉市,286,213,24,993,0.3,true,true,1700,3700,1100,0,471
XM01-716,ペット用品,東京都品川区,286,213,24,627,0.5,false,true,1500,3400,1100,0,472
XM02-056,飲料,東京都渋谷区,232,133,22,863,0.1,false,true,1200,3300,1100,0,473
XM01-436,玩具,埼玉県さいたま市,286,213,24,606,0.5,false,false,700,3100,1100,0,474
X11-992,ペット用品,北海道札幌市,405,305,255,193,7.9,false,true,1100,2900,1100,0,475
XY13-644,雑貨,東京都品川区,330,255,30,982,0.5,true,true,1600,2900,1100,0,476
XY13-115,玩具,東京都目黒区,330,255,30,593,0.5,false,true,700,2800,1100,0,477
XY05-068,電化製品,神奈川県川崎市,250,180,120,499,0.9,false,true,1200,2700,1100,0,478
XY13-027,雑貨,埼玉県さいたま市,330,255,30,640,0.4,false,true,0,2500,1100,0,479
XM02-431,食品,千葉県千葉市,232,133,22,788,0.2,false,true,0,2300,1100,0,480
XY05-381,雑貨,埼玉県さいたま市,250,180,120,370,1.7,false,true,1200,2200,1100,0,481
XM01-086,書籍,東京都港区,286,213,24,645,0.4,false,true,700,1600,1100,0,482
XY13-398,ペット用品,東京都新宿区,330,255,30,572,0.6,false,false,200,1400,1100,0,483
X08-944,書籍,北海道札幌市,315,245,105,944,2.3,true,true,1100,1400,1100,0,484
X11-709,電化製品,千葉県千葉市,405,305,255,228,6.9,false,true,600,1200,1100,0,485
XY13-641,電化製品,福岡県福岡市,330,255,30,619,0.5,false,true,200,1000,1100,0,486
XY05-245,飲料,北海道札幌市,250,180,120,486,1,false,true,700,1000,1100,0,487
XM02-523,医薬品,埼玉県さいたま市,232,133,22,804,0.2,false,true,1000,1000,1100,0,488
XM02-764,雑貨,北海道札幌市,232,133,22,826,0.2,false,true,100,700,1100,0,489
XY13-670,文具,東京都品川区,330,255,30,581,0.6,false,true,400,700,1100,0,490
X08-623,衣類,大阪府大阪市,315,245,105,345,1.9,false,true,800,700,1100,0,491
XY05-026,工具,東京都港区,250,180,120,497,0.9,false,true,1200,500,1100,0,492
XM02-608,家具,東京都品川区,232,133,22,893,0.1,false,true,200,400,1100,0,493
X12-543,化粧品,神奈川県川崎市,485,325,295,212,7.4,false,true,500,200,1100,0,494
XY05-660,飲料,福岡県福岡市,250,180,120,466,1.2,false,true,700,0,1100,0,495
XY13-296,食品,東京都渋谷区,330,255,30,524,0.8,false,true,1600,4100,1200,0,496
X12-647,飲料,北海道札幌市,485,325,295,7,15.7,false,true,0,4000,1200,0,497
X11-071,食品,千葉県千葉市,405,305,255,170,8.4,false,true,600,4000,1200,0,498
X12-122,電化製品,東京都渋谷区,485,325,295,36,13.3,false,true,1100,3800,1200,0,499
XM01-877,スポーツ用品,福岡県福岡市,286,213,24,735,0.3,false,true,1600,3800,1200,0,500
X11-495,工具,大阪府大阪市,405,305,255,266,4.9,false,true,0,3600,1200,0,501
X11-380,ペット用品,千葉県千葉市,405,305,255,239,6.2,false,false,600,3600,1200,0,502
XY05-695,家具,大阪府大阪市,250,180,120,955,1.5,true,false,1100,3600,1200,0,503
XY05-838,飲料,千葉県千葉市,250,180,120,438,1.4,false,false,400,3400,1200,0,504
XY05-856,日用品,愛知県名古屋市,250,180,120,417,1.5,false,true,700,3400,1200,0,505
X11-868,書籍,東京都新宿区,405,305,255,231,6.8,false,true,1400,3400,1200,0,506
X08-281,工具,埼玉県さいたま市,315,245,105,299,2.5,false,false,1000,3300,1200,0,507
XY05-364,家具,北海道札幌市,250,180,120,427,1.4,false,true,500,3200,1200,0,508
X11-989,飲料,東京都新宿区,405,305,255,223,7.1,false,true,0,3000,1200,0,509
XY05-800,日用品,福岡県福岡市,250,180,120,482,1.1,false,false,600,3000,1200,0,510
X08-483,雑貨,東京都新宿区,315,245,105,321,2.2,false,true,1600,3000,1200,0,511
XM02-997,書籍,神奈川県横浜市,232,133,22,907,0.1,false,true,600,2800,1200,0,512
XM01-098,電化製品,埼玉県さいたま市,286,213,24,702,0.3,false,true,200,2600,1200,0,513
XY13-089,工具,北海道札幌市,330,255,30,548,0.7,false,true,1000,2400,1200,0,514
XY13-007,医薬品,東京都港区,330,255,30,496,0.9,false,true,1600,2200,1200,0,515
X11-813,医薬品,神奈川県横浜市,405,305,255,165,8.5,false,true,0,2100,1200,0,516
XM02-384,スポーツ用品,東京都新宿区,232,133,22,780,0.2,false,true,1600,2000,1200,0,517
X11-161,スポーツ用品,神奈川県川崎市,405,305,255,75,10.9,false,true,1100,1800,1200,0,518
XM01-470,家具,東京都港区,286,213,24,793,0.2,false,true,500,1600,1200,0,519
XM01-976,電化製品,東京都港区,286,213,24,742,0.3,false,true,800,1600,1200,0,520
XM02-479,家具,大阪府大阪市,232,133,22,794,0.2,false,true,200,1500,1200,0,521
X08-964,家具,東京都新宿区,315,245,105,313,2.3,false,true,200,1200,1200,0,522
XM02-182,スポーツ用品,大阪府大阪市,232,133,22,1006,0.1,true,true,1700,1200,1200,0,523
XM01-290,電化製品,東京都渋谷区,286,213,24,709,0.3,false,true,1100,1100,1200,0,524
XM01-445,家具,東京都品川区,286,213,24,790,0.2,false,true,1400,1100,1200,0,525
XM01-266,化粧品,大阪府大阪市,286,213,24,707,0.3,false,true,1700,900,1200,0,526
X11-167,家具,神奈川県横浜市,405,305,255,86,10.6,false,false,200,700,1200,0,527
X11-883,工具,神奈川県横浜市,405,305,255,84,10.7,false,true,1200,700,1200,0,528
XM02-766,玩具,北海道札幌市,232,133,22,1008,0.1,true,true,1700,700,1200,0,529
XM02-422,電化製品,愛知県名古屋市,232,133,22,881,0.1,false,true,1500,500,1200,0,530
XY05-825,雑貨,埼玉県さいたま市,250,180,120,483,1.1,false,true,100,400,1200,0,531
XY05-527,文具,埼玉県さいたま市,250,180,120,395,1.6,false,true,1000,200,1200,0,532
X08-439,医薬品,千葉県千葉市,315,245,105,360,1.8,false,false,0,100,1200,0,533
X12-461,ペット用品,福岡県福岡市,485,325,295,55,12,false,false,1300,100,1200,0,534
XY05-756,家具,東京都目黒区,250,180,120,415,1.5,false,true,400,0,1200,0,535
XM01-130,雑貨,福岡県福岡市,286,213,24,647,0.4,false,true,1600,4000,1300,0,536
XY05-261,医薬品,東京都新宿区,250,180,120,385,1.6,false,true,900,2700,1300,0,537
XY13-454,医薬品,北海道札幌市,330,255,30,667,0.4,false,true,1600,2700,1300,0,538
XY05-951,医薬品,東京都港区,250,180,120,419,1.5,false,true,0,2600,1300,0,539
X12-912,工具,福岡県福岡市,485,325,295,29,13.8,false,true,300,2600,1300,0,540
X11-390,玩具,愛知県名古屋市,405,305,255,251,5.6,false,true,800,2300,1300,0,541
X11-616,食品,東京都港区,405,305,255,926,9.3,true,false,1500,2200,1300,0,542
X08-810,医薬品,大阪府大阪市,315,245,105,284,2.7,false,true,600,2000,1300,0,543
XY05-323,化粧品,大阪府大阪市,250,180,120,410,1.5,false,true,800,1800,1300,0,544
XY05-642,食品,神奈川県横浜市,250,180,120,362,1.8,false,true,0,1700,1300,0,545
X08-008,雑貨,千葉県千葉市,315,245,105,272,2.8,false,false,1600,1700,1300,0,546
X11-562,医薬品,埼玉県さいたま市,405,305,255,247,5.7,false,true,300,1600,1300,0,547
XY05-242,飲料,大阪府大阪市,250,180,120,473,1.1,false,true,1100,1600,1300,0,548
XY05-730,家具,東京都品川区,250,180,120,514,0.9,false,true,1700,1400,1300,0,549
X12-884,化粧品,東京都目黒区,485,325,295,152,8.8,false,true,1200,1200,1300,0,550
XM02-192,書籍,東京都新宿区,232,133,22,759,0.2,false,true,1700,1100,1300,0,551
XM01-491,食品,北海道札幌市,286,213,24,797,0.2,false,true,1700,700,1300,0,552
X11-814,食品,東京都目黒区,405,305,255,268,4.8,false,true,700,600,1300,0,553
XM02-285,文具,東京都港区,232,133,22,771,0.2,false,true,1300,500,1300,0,554
XM02-679,化粧品,福岡県福岡市,232,133,22,819,0.2,false,true,1700,500,1300,0,555
XY05-803,スポーツ用品,東京都渋谷区,250,180,120,538,0.8,false,true,1000,400,1300,0,556
XY05-194,衣類,埼玉県さいたま市,250,180,120,355,1.8,false,false,800,0,1300,0,557
XM02-777,スポーツ用品,埼玉県さいたま市,232,133,22,831,0.2,false,true,1600,4100,1400,0,558
XM01-343,飲料,東京都渋谷区,286,213,24,713,0.3,false,true,1600,3800,1400,0,559
XM01-545,家具,東京都渋谷区,286,213,24,725,0.3,false,true,1100,3500,1400,0,560
XY05-522,玩具,神奈川県川崎市,250,180,120,464,1.2,false,true,700,3300,1400,0,561
XM02-550,スポーツ用品,埼玉県さいたま市,232,133,22,807,0.2,false,true,1100,3300,1400,0,562
XY05-602,スポーツ用品,東京都新宿区,250,180,120,399,1.6,false,true,600,3100,1400,0,563
X11-708,医薬品,北海道札幌市,405,305,255,259,5.4,false,true,900,2900,1400,0,564
X12-153,医薬品,東京都目黒区,485,325,295,37,13.3,false,true,1500,2800,1400,0,565
XY05-974,化粧品,東京都品川区,250,180,120,484,1.1,false,true,1500,2600,1400,0,566
XY05-995,書籍,北海道札幌市,250,180,120,494,1,false,false,0,1400,1400,0,567
XY05-215,食品,東京都品川区,250,180,120,959,1.3,true,true,400,1400,1400,0,568
XM01-966,文具,福岡県福岡市,286,213,24,695,0.4,false,true,800,1400,1400,0,569
XY05-430,文具,大阪府大阪市,250,180,120,462,1.2,false,true,0,1200,1400,0,570
XM02-425,医薬品,北海道札幌市,232,133,22,785,0.2,false,true,500,1200,1400,0,571
XM02-064,食品,東京都新宿区,232,133,22,748,0.2,false,true,900,1100,1400,0,572
XM02-691,家具,東京都品川区,232,133,22,895,0.1,false,false,1700,1100,1400,0,573
XY05-139,書籍,東京都渋谷区,250,180,120,367,1.7,false,true,100,500,1400,0,574
XM01-037,スポーツ用品,東京都品川区,286,213,24,641,0.4,false,true,1700,500,1400,0,575
XY05-373,玩具,東京都新宿区,250,180,120,428,1.4,false,true,0,300,1400,0,576
X08-289,スポーツ用品,東京都目黒区,315,245,105,386,1.6,false,true,400,300,1400,0,577
XM02-232,ペット用品,千葉県千葉市,232,133,22,766,0.2,false,true,800,200,1400,0,578
XY05-126,飲料,東京都渋谷区,250,180,120,471,1.1,false,true,200,100,1400,0,579
XM01-911,スポーツ用品,北海道札幌市,286,213,24,692,0.4,false,true,500,0,1400,0,580
X08-260,書籍,埼玉県さいたま市,315,245,105,450,1.3,false,true,100,4100,1500,0,581
XM02-794,化粧品,大阪府大阪市,232,133,22,833,0.2,false,true,500,4100,1500,0,582
X08-789,書籍,北海道札幌市,315,245,105,365,1.8,false,true,800,4100,1500,0,583
XM02-949,玩具,愛知県名古屋市,232,133,22,851,0.2,false,true,1200,4100,1500,0,584
XM02-530,化粧品,福岡県福岡市,232,133,22,886,0.1,false,false,1500,4000,1500,0,585
XY05-376,玩具,北海道札幌市,250,180,120,391,1.6,false,true,700,3900,1500,0,586
X08-910,衣類,東京都港区,315,245,105,296,2.6,false,true,300,3800,1500,0,587
XM01-444,飲料,千葉県千葉市,286,213,24,721,0.3,false,true,0,3700,1500,0,588
X12-977,衣類,東京都新宿区,485,325,295,10,15.5,false,true,1300,3600,1500,0,589
X11-787,書籍,埼玉県さいたま市,405,305,255,108,10.1,false,true,700,3500,1500,0,590
X11-006,文具,千葉県千葉市,405,305,255,186,8,false,false,200,3300,1500,0,591
XM02-001,書籍,東京都品川区,232,133,22,744,0.2,false,true,1200,3300,1500,0,592
X08-411,電化製品,神奈川県横浜市,315,245,105,947,1.8,true,true,1600,3200,1500,0,593
XM02-534,工具,神奈川県横浜市,232,133,22,806,0.2,false,true,0,3100,1500,0,594
XM01-412,文具,東京都港区,286,213,24,605,0.5,false,true,300,3000,1500,0,595
XY05-649,電化製品,神奈川県川崎市,250,180,120,480,1.1,false,true,0,2900,1500,0,596
X12-321,スポーツ用品,東京都渋谷区,485,325,295,60,11.8,false,true,100,2100,1500,0,597
XY05-677,衣類,埼玉県さいたま市,250,180,120,433,1.4,false,true,600,2000,1500,0,598
XM01-1003,衣類,神奈川県川崎市,286,213,24,743,0.3,false,true,900,2000,1500,0,599
XM02-872,工具,東京都目黒区,232,133,22,844,0.2,false,true,1300,2000,1500,0,600
